record_id,cpse_name,local_material_code,description,category,supplied_unit,manufacturer,part_number,ground_truth_standard_material_id,ground_truth_standard_code,description_variant,hard_negative_standard_material_id,hard_negative_reason,synthetic_data_notice
SYN-REC-0543,Astra Petrochem Demo Corporation,LOC-CBL-COP-4CX16-1P1kV-3,"cable, rated voltage 1.1 kV; 4C x 16 sq mm; copper conductor",Electrical Cables,M,Synthetic Process Systems,DEMO-PN-109-3,SYN-CAN-109,SYN-CBL-COP-4CX16-1P1kV,punctuation_reordered,SYN-CAN-105,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0544,Bharat Thermal Demo Enterprise,LOC-CBL-COP-4CX16-1P1kV-4,4C x 16 sq mm square millimetre copper conductor insulated cable rated rated voltage 1.1 kV,Electrical Cables,metres,Prototype Engineering Supply,DEMO-PN-109-4,SYN-CAN-109,SYN-CBL-COP-4CX16-1P1kV,equivalent_terminology,SYN-CAN-105,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0545,Dakshin Steel Demo Works,LOC-CBL-COP-4CX16-1P1kV-5,"Copper cable 4C x 16 sq mm, voltage rating rated voltage 1.1 kV",Electrical Cables,meter,Synthetic Process Systems,DEMO-PN-109-5,SYN-CAN-109,SYN-CBL-COP-4CX16-1P1kV,near_duplicate_voltage,SYN-CAN-105,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0546,Vindhya Engineering Demo Services,LOC-CBL-COP-4CX16-3P3kV-1,Copper Control Cable 4C x 16 sq mm 3.3 kV,Electrical Cables,metre,DemoForge Industries,DEMO-PN-110-1,SYN-CAN-110,SYN-CBL-COP-4CX16-3P3kV,canonical_case,SYN-CAN-106,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0547,Astra Petrochem Demo Corporation,LOC-CBL-COP-4CX16-3P3kV-2,COPPER 4C x 16 SQMM RATED VOLTAGE 3.3 KV CBL,Electrical Cables,mtr,Synthetic Process Systems,DEMO-PN-110-2,SYN-CAN-110,SYN-CBL-COP-4CX16-3P3kV,abbreviation_capitalization,SYN-CAN-106,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0548,Bharat Thermal Demo Enterprise,LOC-CBL-COP-4CX16-3P3kV-3,"cable, rated voltage 3.3 kV; 4C x 16 sq mm; copper conductor",Electrical Cables,M,Synthetic Process Systems,DEMO-PN-110-3,SYN-CAN-110,SYN-CBL-COP-4CX16-3P3kV,punctuation_reordered,SYN-CAN-106,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0549,Dakshin Steel Demo Works,LOC-CBL-COP-4CX16-3P3kV-4,4C x 16 sq mm square millimetre copper conductor insulated cable rated rated voltage 3.3 kV,Electrical Cables,metres,Prototype Engineering Supply,DEMO-PN-110-4,SYN-CAN-110,SYN-CBL-COP-4CX16-3P3kV,equivalent_terminology,SYN-CAN-106,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0550,Narmada Power Demo Limited,LOC-CBL-COP-4CX16-3P3kV-5,"Copper cable 4C x 16 sq mm, voltage rating rated voltage 3.3 kV",Electrical Cables,meter,Synthetic Process Systems,DEMO-PN-110-5,SYN-CAN-110,SYN-CBL-COP-4CX16-3P3kV,near_duplicate_voltage,SYN-CAN-106,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0551,Astra Petrochem Demo Corporation,LOC-CBL-ALU-2CX2P5-1P1kV-1,Aluminium Armoured Cable 2C x 2.5 sq mm 1.1 kV,Electrical Cables,metre,Synthetic Process Systems,DEMO-PN-111-1,SYN-CAN-111,SYN-CBL-ALU-2CX2P5-1P1kV,canonical_case,SYN-CAN-118,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0552,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-2CX2P5-1P1kV-2,ALUMINIUM 2C x 2.5 SQMM RATED VOLTAGE 1.1 KV CBL,Electrical Cables,mtr,DemoForge Industries,DEMO-PN-111-2,SYN-CAN-111,SYN-CBL-ALU-2CX2P5-1P1kV,abbreviation_capitalization,SYN-CAN-118,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0553,Dakshin Steel Demo Works,LOC-CBL-ALU-2CX2P5-1P1kV-3,"cable, rated voltage 1.1 kV; 2C x 2.5 sq mm; aluminium conductor",Electrical Cables,M,DemoForge Industries,DEMO-PN-111-3,SYN-CAN-111,SYN-CBL-ALU-2CX2P5-1P1kV,punctuation_reordered,SYN-CAN-118,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0554,Narmada Power Demo Limited,LOC-CBL-ALU-2CX2P5-1P1kV-4,2C x 2.5 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 1.1 kV,Electrical Cables,metres,Prototype Engineering Supply,DEMO-PN-111-4,SYN-CAN-111,SYN-CBL-ALU-2CX2P5-1P1kV,equivalent_terminology,SYN-CAN-118,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0555,Vindhya Engineering Demo Services,LOC-CBL-ALU-2CX2P5-1P1kV-5,"Aluminium cable 2C x 2.5 sq mm, voltage rating rated voltage 1.1 kV",Electrical Cables,meter,DemoForge Industries,DEMO-PN-111-5,SYN-CAN-111,SYN-CBL-ALU-2CX2P5-1P1kV,near_duplicate_voltage,SYN-CAN-118,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0556,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-2CX2P5-3P3kV-1,Aluminium Armoured Cable 2C x 2.5 sq mm 3.3 kV,Electrical Cables,metre,Synthetic Process Systems,DEMO-PN-112-1,SYN-CAN-112,SYN-CBL-ALU-2CX2P5-3P3kV,canonical_case,SYN-CAN-119,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0557,Dakshin Steel Demo Works,LOC-CBL-ALU-2CX2P5-3P3kV-2,ALUMINIUM 2C x 2.5 SQMM RATED VOLTAGE 3.3 KV CBL,Electrical Cables,mtr,DemoForge Industries,DEMO-PN-112-2,SYN-CAN-112,SYN-CBL-ALU-2CX2P5-3P3kV,abbreviation_capitalization,SYN-CAN-119,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0558,Narmada Power Demo Limited,LOC-CBL-ALU-2CX2P5-3P3kV-3,"cable, rated voltage 3.3 kV; 2C x 2.5 sq mm; aluminium conductor",Electrical Cables,M,Prototype Engineering Supply,DEMO-PN-112-3,SYN-CAN-112,SYN-CBL-ALU-2CX2P5-3P3kV,punctuation_reordered,SYN-CAN-119,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0559,Vindhya Engineering Demo Services,LOC-CBL-ALU-2CX2P5-3P3kV-4,2C x 2.5 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 3.3 kV,Electrical Cables,metres,Prototype Engineering Supply,DEMO-PN-112-4,SYN-CAN-112,SYN-CBL-ALU-2CX2P5-3P3kV,equivalent_terminology,SYN-CAN-119,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0560,Astra Petrochem Demo Corporation,LOC-CBL-ALU-2CX2P5-3P3kV-5,"Aluminium cable 2C x 2.5 sq mm, voltage rating rated voltage 3.3 kV",Electrical Cables,meter,Prototype Engineering Supply,DEMO-PN-112-5,SYN-CAN-112,SYN-CBL-ALU-2CX2P5-3P3kV,near_duplicate_voltage,SYN-CAN-119,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0561,Dakshin Steel Demo Works,LOC-CBL-ALU-3CX4-1P1kV-1,Aluminium Armoured Cable 3C x 4 sq mm 1.1 kV,Electrical Cables,metre,DemoForge Industries,DEMO-PN-113-1,SYN-CAN-113,SYN-CBL-ALU-3CX4-1P1kV,canonical_case,SYN-CAN-120,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0562,Narmada Power Demo Limited,LOC-CBL-ALU-3CX4-1P1kV-2,ALUMINIUM 3C x 4 SQMM RATED VOLTAGE 1.1 KV CBL,Electrical Cables,mtr,Prototype Engineering Supply,DEMO-PN-113-2,SYN-CAN-113,SYN-CBL-ALU-3CX4-1P1kV,abbreviation_capitalization,SYN-CAN-120,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0563,Vindhya Engineering Demo Services,LOC-CBL-ALU-3CX4-1P1kV-3,"cable, rated voltage 1.1 kV; 3C x 4 sq mm; aluminium conductor",Electrical Cables,M,Prototype Engineering Supply,DEMO-PN-113-3,SYN-CAN-113,SYN-CBL-ALU-3CX4-1P1kV,punctuation_reordered,SYN-CAN-120,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0564,Astra Petrochem Demo Corporation,LOC-CBL-ALU-3CX4-1P1kV-4,3C x 4 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 1.1 kV,Electrical Cables,metres,DemoForge Industries,DEMO-PN-113-4,SYN-CAN-113,SYN-CBL-ALU-3CX4-1P1kV,equivalent_terminology,SYN-CAN-120,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0565,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-3CX4-1P1kV-5,"Aluminium cable 3C x 4 sq mm, voltage rating rated voltage 1.1 kV",Electrical Cables,meter,DemoForge Industries,DEMO-PN-113-5,SYN-CAN-113,SYN-CBL-ALU-3CX4-1P1kV,near_duplicate_voltage,SYN-CAN-120,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0566,Narmada Power Demo Limited,LOC-CBL-ALU-3CX4-3P3kV-1,Aluminium Armoured Cable 3C x 4 sq mm 3.3 kV,Electrical Cables,metre,Synthetic Process Systems,DEMO-PN-114-1,SYN-CAN-114,SYN-CBL-ALU-3CX4-3P3kV,canonical_case,SYN-CAN-091,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0567,Vindhya Engineering Demo Services,LOC-CBL-ALU-3CX4-3P3kV-2,ALUMINIUM 3C x 4 SQMM RATED VOLTAGE 3.3 KV CBL,Electrical Cables,mtr,DemoForge Industries,DEMO-PN-114-2,SYN-CAN-114,SYN-CBL-ALU-3CX4-3P3kV,abbreviation_capitalization,SYN-CAN-091,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0568,Astra Petrochem Demo Corporation,LOC-CBL-ALU-3CX4-3P3kV-3,"cable, rated voltage 3.3 kV; 3C x 4 sq mm; aluminium conductor",Electrical Cables,M,Prototype Engineering Supply,DEMO-PN-114-3,SYN-CAN-114,SYN-CBL-ALU-3CX4-3P3kV,punctuation_reordered,SYN-CAN-091,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0569,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-3CX4-3P3kV-4,3C x 4 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 3.3 kV,Electrical Cables,metres,Synthetic Process Systems,DEMO-PN-114-4,SYN-CAN-114,SYN-CBL-ALU-3CX4-3P3kV,equivalent_terminology,SYN-CAN-091,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0570,Dakshin Steel Demo Works,LOC-CBL-ALU-3CX4-3P3kV-5,"Aluminium cable 3C x 4 sq mm, voltage rating rated voltage 3.3 kV",Electrical Cables,meter,Synthetic Process Systems,DEMO-PN-114-5,SYN-CAN-114,SYN-CBL-ALU-3CX4-3P3kV,near_duplicate_voltage,SYN-CAN-091,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0571,Vindhya Engineering Demo Services,LOC-CBL-ALU-3CX6-1P1kV-1,Aluminium Armoured Cable 3C x 6 sq mm 1.1 kV,Electrical Cables,metre,DemoForge Industries,DEMO-PN-115-1,SYN-CAN-115,SYN-CBL-ALU-3CX6-1P1kV,canonical_case,SYN-CAN-092,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0572,Astra Petrochem Demo Corporation,LOC-CBL-ALU-3CX6-1P1kV-2,ALUMINIUM 3C x 6 SQMM RATED VOLTAGE 1.1 KV CBL,Electrical Cables,mtr,Prototype Engineering Supply,DEMO-PN-115-2,SYN-CAN-115,SYN-CBL-ALU-3CX6-1P1kV,abbreviation_capitalization,SYN-CAN-092,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0573,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-3CX6-1P1kV-3,"cable, rated voltage 1.1 kV; 3C x 6 sq mm; aluminium conductor",Electrical Cables,M,DemoForge Industries,DEMO-PN-115-3,SYN-CAN-115,SYN-CBL-ALU-3CX6-1P1kV,punctuation_reordered,SYN-CAN-092,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0574,Dakshin Steel Demo Works,LOC-CBL-ALU-3CX6-1P1kV-4,3C x 6 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 1.1 kV,Electrical Cables,metres,DemoForge Industries,DEMO-PN-115-4,SYN-CAN-115,SYN-CBL-ALU-3CX6-1P1kV,equivalent_terminology,SYN-CAN-092,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0575,Narmada Power Demo Limited,LOC-CBL-ALU-3CX6-1P1kV-5,"Aluminium cable 3C x 6 sq mm, voltage rating rated voltage 1.1 kV",Electrical Cables,meter,Synthetic Process Systems,DEMO-PN-115-5,SYN-CAN-115,SYN-CBL-ALU-3CX6-1P1kV,near_duplicate_voltage,SYN-CAN-092,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0576,Astra Petrochem Demo Corporation,LOC-CBL-ALU-3CX6-3P3kV-1,Aluminium Armoured Cable 3C x 6 sq mm 3.3 kV,Electrical Cables,metre,Prototype Engineering Supply,DEMO-PN-116-1,SYN-CAN-116,SYN-CBL-ALU-3CX6-3P3kV,canonical_case,SYN-CAN-093,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0577,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-3CX6-3P3kV-2,ALUMINIUM 3C x 6 SQMM RATED VOLTAGE 3.3 KV CBL,Electrical Cables,mtr,Synthetic Process Systems,DEMO-PN-116-2,SYN-CAN-116,SYN-CBL-ALU-3CX6-3P3kV,abbreviation_capitalization,SYN-CAN-093,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0578,Dakshin Steel Demo Works,LOC-CBL-ALU-3CX6-3P3kV-3,"cable, rated voltage 3.3 kV; 3C x 6 sq mm; aluminium conductor",Electrical Cables,M,Synthetic Process Systems,DEMO-PN-116-3,SYN-CAN-116,SYN-CBL-ALU-3CX6-3P3kV,punctuation_reordered,SYN-CAN-093,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0579,Narmada Power Demo Limited,LOC-CBL-ALU-3CX6-3P3kV-4,3C x 6 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 3.3 kV,Electrical Cables,metres,Prototype Engineering Supply,DEMO-PN-116-4,SYN-CAN-116,SYN-CBL-ALU-3CX6-3P3kV,equivalent_terminology,SYN-CAN-093,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0580,Vindhya Engineering Demo Services,LOC-CBL-ALU-3CX6-3P3kV-5,"Aluminium cable 3C x 6 sq mm, voltage rating rated voltage 3.3 kV",Electrical Cables,meter,Synthetic Process Systems,DEMO-PN-116-5,SYN-CAN-116,SYN-CBL-ALU-3CX6-3P3kV,near_duplicate_voltage,SYN-CAN-093,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0581,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-4CX10-1P1kV-1,Aluminium Armoured Cable 4C x 10 sq mm 1.1 kV,Electrical Cables,metre,Prototype Engineering Supply,DEMO-PN-117-1,SYN-CAN-117,SYN-CBL-ALU-4CX10-1P1kV,canonical_case,SYN-CAN-094,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0582,Dakshin Steel Demo Works,LOC-CBL-ALU-4CX10-1P1kV-2,ALUMINIUM 4C x 10 SQMM RATED VOLTAGE 1.1 KV CBL,Electrical Cables,mtr,Synthetic Process Systems,DEMO-PN-117-2,SYN-CAN-117,SYN-CBL-ALU-4CX10-1P1kV,abbreviation_capitalization,SYN-CAN-094,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0583,Narmada Power Demo Limited,LOC-CBL-ALU-4CX10-1P1kV-3,"cable, rated voltage 1.1 kV; 4C x 10 sq mm; aluminium conductor",Electrical Cables,M,DemoForge Industries,DEMO-PN-117-3,SYN-CAN-117,SYN-CBL-ALU-4CX10-1P1kV,punctuation_reordered,SYN-CAN-094,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0584,Vindhya Engineering Demo Services,LOC-CBL-ALU-4CX10-1P1kV-4,4C x 10 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 1.1 kV,Electrical Cables,metres,Synthetic Process Systems,DEMO-PN-117-4,SYN-CAN-117,SYN-CBL-ALU-4CX10-1P1kV,equivalent_terminology,SYN-CAN-094,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0585,Astra Petrochem Demo Corporation,LOC-CBL-ALU-4CX10-1P1kV-5,"Aluminium cable 4C x 10 sq mm, voltage rating rated voltage 1.1 kV",Electrical Cables,meter,Prototype Engineering Supply,DEMO-PN-117-5,SYN-CAN-117,SYN-CBL-ALU-4CX10-1P1kV,near_duplicate_voltage,SYN-CAN-094,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0586,Dakshin Steel Demo Works,LOC-CBL-ALU-4CX10-3P3kV-1,Aluminium Armoured Cable 4C x 10 sq mm 3.3 kV,Electrical Cables,metre,DemoForge Industries,DEMO-PN-118-1,SYN-CAN-118,SYN-CBL-ALU-4CX10-3P3kV,canonical_case,SYN-CAN-095,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0587,Narmada Power Demo Limited,LOC-CBL-ALU-4CX10-3P3kV-2,ALUMINIUM 4C x 10 SQMM RATED VOLTAGE 3.3 KV CBL,Electrical Cables,mtr,Prototype Engineering Supply,DEMO-PN-118-2,SYN-CAN-118,SYN-CBL-ALU-4CX10-3P3kV,abbreviation_capitalization,SYN-CAN-095,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0588,Vindhya Engineering Demo Services,LOC-CBL-ALU-4CX10-3P3kV-3,"cable, rated voltage 3.3 kV; 4C x 10 sq mm; aluminium conductor",Electrical Cables,M,DemoForge Industries,DEMO-PN-118-3,SYN-CAN-118,SYN-CBL-ALU-4CX10-3P3kV,punctuation_reordered,SYN-CAN-095,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0589,Astra Petrochem Demo Corporation,LOC-CBL-ALU-4CX10-3P3kV-4,4C x 10 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 3.3 kV,Electrical Cables,metres,DemoForge Industries,DEMO-PN-118-4,SYN-CAN-118,SYN-CBL-ALU-4CX10-3P3kV,equivalent_terminology,SYN-CAN-095,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0590,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-4CX10-3P3kV-5,"Aluminium cable 4C x 10 sq mm, voltage rating rated voltage 3.3 kV",Electrical Cables,meter,Prototype Engineering Supply,DEMO-PN-118-5,SYN-CAN-118,SYN-CBL-ALU-4CX10-3P3kV,near_duplicate_voltage,SYN-CAN-095,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0591,Narmada Power Demo Limited,LOC-CBL-ALU-4CX16-1P1kV-1,Aluminium Armoured Cable 4C x 16 sq mm 1.1 kV,Electrical Cables,metre,DemoForge Industries,DEMO-PN-119-1,SYN-CAN-119,SYN-CBL-ALU-4CX16-1P1kV,canonical_case,SYN-CAN-096,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0592,Vindhya Engineering Demo Services,LOC-CBL-ALU-4CX16-1P1kV-2,ALUMINIUM 4C x 16 SQMM RATED VOLTAGE 1.1 KV CBL,Electrical Cables,mtr,Synthetic Process Systems,DEMO-PN-119-2,SYN-CAN-119,SYN-CBL-ALU-4CX16-1P1kV,abbreviation_capitalization,SYN-CAN-096,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0593,Astra Petrochem Demo Corporation,LOC-CBL-ALU-4CX16-1P1kV-3,"cable, rated voltage 1.1 kV; 4C x 16 sq mm; aluminium conductor",Electrical Cables,M,DemoForge Industries,DEMO-PN-119-3,SYN-CAN-119,SYN-CBL-ALU-4CX16-1P1kV,punctuation_reordered,SYN-CAN-096,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0594,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-4CX16-1P1kV-4,4C x 16 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 1.1 kV,Electrical Cables,metres,Prototype Engineering Supply,DEMO-PN-119-4,SYN-CAN-119,SYN-CBL-ALU-4CX16-1P1kV,equivalent_terminology,SYN-CAN-096,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0595,Dakshin Steel Demo Works,LOC-CBL-ALU-4CX16-1P1kV-5,"Aluminium cable 4C x 16 sq mm, voltage rating rated voltage 1.1 kV",Electrical Cables,meter,Prototype Engineering Supply,DEMO-PN-119-5,SYN-CAN-119,SYN-CBL-ALU-4CX16-1P1kV,near_duplicate_voltage,SYN-CAN-096,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0596,Vindhya Engineering Demo Services,LOC-CBL-ALU-4CX16-3P3kV-1,Aluminium Armoured Cable 4C x 16 sq mm 3.3 kV,Electrical Cables,metre,Prototype Engineering Supply,DEMO-PN-120-1,SYN-CAN-120,SYN-CBL-ALU-4CX16-3P3kV,canonical_case,SYN-CAN-097,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0597,Astra Petrochem Demo Corporation,LOC-CBL-ALU-4CX16-3P3kV-2,ALUMINIUM 4C x 16 SQMM RATED VOLTAGE 3.3 KV CBL,Electrical Cables,mtr,DemoForge Industries,DEMO-PN-120-2,SYN-CAN-120,SYN-CBL-ALU-4CX16-3P3kV,abbreviation_capitalization,SYN-CAN-097,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0598,Bharat Thermal Demo Enterprise,LOC-CBL-ALU-4CX16-3P3kV-3,"cable, rated voltage 3.3 kV; 4C x 16 sq mm; aluminium conductor",Electrical Cables,M,Synthetic Process Systems,DEMO-PN-120-3,SYN-CAN-120,SYN-CBL-ALU-4CX16-3P3kV,punctuation_reordered,SYN-CAN-097,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0599,Dakshin Steel Demo Works,LOC-CBL-ALU-4CX16-3P3kV-4,4C x 16 sq mm square millimetre aluminium conductor insulated cable rated rated voltage 3.3 kV,Electrical Cables,metres,Synthetic Process Systems,DEMO-PN-120-4,SYN-CAN-120,SYN-CBL-ALU-4CX16-3P3kV,equivalent_terminology,SYN-CAN-097,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0600,Narmada Power Demo Limited,LOC-CBL-ALU-4CX16-3P3kV-5,"Aluminium cable 4C x 16 sq mm, voltage rating rated voltage 3.3 kV",Electrical Cables,meter,Prototype Engineering Supply,DEMO-PN-120-5,SYN-CAN-120,SYN-CBL-ALU-4CX16-3P3kV,near_duplicate_voltage,SYN-CAN-097,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0601,Astra Petrochem Demo Corporation,LOC-BRG-62-20-Normal-1,Deep Groove Ball Bearing Series 62 Bore 20 mm Normal Clearance,Bearings,each,DemoForge Industries,DEMO-PN-121-1,SYN-CAN-121,SYN-BRG-62-20-Normal,canonical_case,SYN-CAN-126,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0602,Bharat Thermal Demo Enterprise,LOC-BRG-62-20-Normal-2,DEEP GROOVE BALL BEARING SER. 62 B20 MM RADIAL CLEARANCE NORMAL,Bearings,nos,Synthetic Process Systems,DEMO-PN-121-2,SYN-CAN-121,SYN-BRG-62-20-Normal,abbreviation_capitalization,SYN-CAN-126,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0603,Dakshin Steel Demo Works,LOC-BRG-62-20-Normal-3,bearing; radial clearance Normal; bore 20 mm; Series 62; deep groove ball bearing,Bearings,No.,Prototype Engineering Supply,DEMO-PN-121-3,SYN-CAN-121,SYN-BRG-62-20-Normal,punctuation_reordered,SYN-CAN-126,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0604,Narmada Power Demo Limited,LOC-BRG-62-20-Normal-4,"deep groove ball bearing with radial clearance Normal radial clearance, Series 62, bore 20 mm",Bearings,each,DemoForge Industries,DEMO-PN-121-4,SYN-CAN-121,SYN-BRG-62-20-Normal,equivalent_terminology,SYN-CAN-126,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0605,Vindhya Engineering Demo Services,LOC-BRG-62-20-Normal-5,"Deep Groove Ball Bearing Series 62, bore 20 mm, clearance radial clearance Normal",Bearings,pcs,Synthetic Process Systems,DEMO-PN-121-5,SYN-CAN-121,SYN-BRG-62-20-Normal,near_duplicate_bore,SYN-CAN-126,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
SYN-REC-0606,Bharat Thermal Demo Enterprise,LOC-BRG-62-20-C3-1,Deep Groove Ball Bearing Series 62 Bore 20 mm C3 Clearance,Bearings,each,DemoForge Industries,DEMO-PN-122-1,SYN-CAN-122,SYN-BRG-62-20-C3,canonical_case,SYN-CAN-127,Same material family/category but differing technical specification; not equivalent.,SYNTHETIC_DEMO_DATA_ONLY
